Claim_ID,Customer_Name,Product_Category,Brand,Model_Number,Serial_Number,Purchase_Price,Purchase_Date,Claim_Date,Product_Age_Months,Warranty_Duration_Months,Remaining_Warranty_Months,Fault_Type,Has_Receipt,Has_Warranty_Card,Has_Damage_Photo,Serial_Number_Match,Previous_Unauthorized_Repairs,Duplicate_Claim_Flag,Date_Contradiction_Flag,Missing_Documents_Count,Claim_Class
CLM-1282,Lisa Hart,Laptop,Apple,APP-323,AP-605876,2025,2025-06-27,2025-06-16,-0.4,12,12.0,Board Defect,True,True,True,True,False,False,True,0,Manual Review
CLM-1086,Donna Marshall,Laptop,Apple,APP-435,AP-873337,1664,2024-12-25,2025-05-30,5.2,12,6.8,Overheating,True,True,True,False,False,False,False,0,Manual Review
CLM-0611,Evelyn Campos,Washing Machine,Whirlpool,WHI-370,WH-206210,1140,2025-03-03,2025-07-29,4.9,24,19.1,Water Leakage,False,False,True,False,False,False,False,2,Invalid Claim
CLM-1285,Duane Smith,Washing Machine,LG,LG-252,LG-781676,927,2025-04-11,2026-04-22,12.5,24,11.5,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-1042,Patricia Robertson,Washing Machine,Whirlpool,WHI-283,WH-219470,416,2025-09-01,2027-08-09,23.6,24,0.4,Screen Damage,True,True,False,True,False,False,False,1,Manual Review
CLM-0221,Charles Lee,Laptop,Apple,APP-193,AP-248766,742,2024-04-01,2024-05-16,1.5,12,10.5,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0340,Sabrina Briggs,Smartphone,Samsung,SAM-697,SA-856442,766,2024-06-23,2024-08-18,1.9,12,10.1,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0424,Jacob Wallace,Washing Machine,LG,LG-586,LG-825916,616,2025-03-05,2026-11-05,20.3,24,3.7,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0429,Chad Jones,Washing Machine,Whirlpool,WHI-200,WH-462659,1163,2024-10-10,2025-01-02,2.8,24,21.2,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1106,Kenneth Martin,Refrigerator,LG,LG-654,LG-195446,1026,2024-04-01,2024-08-26,4.9,24,19.1,Screen Damage,True,True,True,False,False,False,False,0,Manual Review
CLM-0077,Steve Newton,Smartphone,Google,GOO-730,GO-810219,1076,2024-01-07,2024-05-05,4.0,12,8.0,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-1392,Sarah Brown,Refrigerator,Samsung,SAM-348,SA-582752,1103,2023-11-16,2024-05-11,5.9,24,18.1,Screen Damage,True,True,False,True,False,False,False,1,Manual Review
CLM-0440,Haley Humphrey,Laptop,HP,HP-242,HP-499226,2003,2024-09-20,2025-01-14,3.9,12,8.1,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1337,Jessica Edwards,Washing Machine,Samsung,SAM-184,SA-403527,891,2024-03-29,2025-02-10,10.6,24,13.4,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-0865,Michael Harris,Refrigerator,Bosch,BOS-793,BO-510154,1696,2024-08-18,2025-01-18,5.1,24,18.9,Board Defect,False,True,True,False,False,False,False,1,Invalid Claim
CLM-1081,Monica Mcclain,Laptop,Lenovo,LEN-633,LE-197328,1037,2025-08-13,2026-05-31,9.7,12,2.3,Power Failure,True,True,True,True,False,True,False,0,Manual Review
CLM-0355,Michael Ritter,Laptop,Dell,DEL-834,DE-533377,805,2024-02-06,2024-08-23,6.6,12,5.4,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0366,Jessica Cox,Smartphone,Samsung,SAM-510,SA-443856,1355,2023-12-06,2024-02-18,2.5,12,9.5,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0310,Brian Romero,Refrigerator,Samsung,SAM-286,SA-770872,1629,2025-01-03,2026-09-26,21.0,24,3.0,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0737,Kevin Smith,Smartphone,Samsung,SAM-157,SA-830789,1249,2025-05-15,2026-11-25,18.6,12,0.0,Power Failure,True,True,True,True,False,False,False,0,Invalid Claim
CLM-0999,Tammy Thompson,Washing Machine,Samsung,SAM-880,SA-731364,830,2025-09-11,2026-03-27,6.6,24,17.4,Motor Failure,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0622,Ashley Miller,Washing Machine,Samsung,SAM-557,SA-940183,854,2024-06-30,2025-03-16,8.6,24,15.4,Power Failure,True,True,True,False,True,False,False,0,Invalid Claim
CLM-0544,Sergio Knox,Washing Machine,Samsung,SAM-642,SA-329659,1011,2025-08-17,2028-01-27,29.8,24,0.0,Power Failure,True,True,True,False,False,False,False,0,Invalid Claim
CLM-1141,Andrew Cruz,Smartphone,Google,GOO-486,GO-189689,555,2024-07-09,2024-09-08,2.0,12,10.0,Power Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-1297,Barbara Townsend,Laptop,Apple,APP-147,AP-100089,1947,2024-08-13,2025-01-17,5.2,12,6.8,Overheating,True,True,True,True,False,True,False,0,Manual Review
CLM-0555,Jeffrey Fernandez,Washing Machine,Whirlpool,WHI-371,WH-770147,1086,2025-04-22,2025-11-09,6.7,24,17.3,Screen Damage,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0680,Michael Perry PhD,Smartphone,Apple,APP-271,AP-970699,749,2025-02-13,2025-05-27,3.4,12,8.6,Board Defect,False,True,True,False,False,False,False,1,Invalid Claim
CLM-0050,Matthew Gomez,Refrigerator,LG,LG-344,LG-802258,918,2024-02-19,2025-02-04,11.7,24,12.3,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0491,Raymond Le,Smartphone,Samsung,SAM-742,SA-705474,591,2024-11-22,2025-05-08,5.6,12,6.4,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0317,Sergio Knight,Refrigerator,Bosch,BOS-526,BO-904214,931,2024-06-23,2026-02-28,20.5,24,3.5,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-0905,Shannon Green,Laptop,HP,HP-581,HP-701568,2471,2024-04-26,2025-12-20,20.1,12,0.0,Board Defect,True,True,True,True,False,False,False,0,Invalid Claim
CLM-0637,Katherine Johnston,Refrigerator,Bosch,BOS-467,BO-253541,1013,2025-04-17,2027-10-05,30.0,24,0.0,Water Leakage,True,True,True,True,False,False,False,0,Invalid Claim
CLM-0561,Casey Shelton,Refrigerator,Samsung,SAM-343,SA-529161,889,2025-08-08,2026-01-20,5.5,24,18.5,Motor Failure,True,False,True,False,True,False,False,1,Invalid Claim
CLM-0487,Tami Salas,Refrigerator,Bosch,BOS-820,BO-276556,1603,2024-10-18,2025-10-14,12.0,24,12.0,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0068,Taylor Harris,Laptop,HP,HP-508,HP-792094,648,2024-12-07,2025-04-14,4.3,12,7.7,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0812,Oscar Howard,Refrigerator,Samsung,SAM-927,SA-689964,1758,2024-12-28,2025-10-20,9.9,24,14.1,Screen Damage,False,False,True,False,False,False,False,2,Invalid Claim
CLM-0494,Michele Vaughn,Washing Machine,Whirlpool,WHI-750,WH-866437,495,2024-05-13,2025-09-24,16.6,24,7.4,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0311,Courtney Rodriguez,Smartphone,Google,GOO-630,GO-971776,413,2024-01-23,2024-04-25,3.1,12,8.9,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1097,James Matthews,Refrigerator,Samsung,SAM-679,SA-537859,591,2024-02-07,2025-07-13,17.4,24,6.6,Water Leakage,True,True,True,True,False,True,False,0,Manual Review
CLM-1248,Gina Booker,Washing Machine,Whirlpool,WHI-850,WH-650462,827,2023-12-04,2025-03-04,15.2,24,8.8,Water Leakage,True,True,True,True,False,True,False,0,Manual Review
CLM-0185,Robert Avery,Refrigerator,Samsung,SAM-649,SA-114594,1308,2023-11-05,2024-08-31,10.0,24,14.0,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0307,Kristina Rivera,Laptop,Dell,DEL-834,DE-424314,734,2023-11-10,2024-06-30,7.8,12,4.2,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0853,Jasmine Watson,Washing Machine,LG,LG-451,LG-761297,883,2023-12-04,2024-02-11,2.3,24,21.7,Overheating,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0793,Rhonda Davis,Smartphone,Google,GOO-722,GO-579770,965,2025-08-25,2027-04-25,20.3,12,0.0,Board Defect,True,False,True,True,False,False,False,1,Invalid Claim
CLM-0290,Derek Martinez,Washing Machine,Samsung,SAM-658,SA-962287,1016,2024-06-02,2025-01-02,7.1,24,16.9,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0707,Frank Campbell MD,Washing Machine,Samsung,SAM-287,SA-750817,780,2024-03-07,2024-12-14,9.4,24,14.6,Overheating,False,False,True,False,False,False,False,2,Invalid Claim
CLM-1330,Patrick Smith DDS,Smartphone,Apple,APP-549,AP-950965,1398,2024-06-10,2024-11-24,5.6,12,6.4,Board Defect,True,True,True,False,False,False,False,0,Manual Review
CLM-0655,Haley Johnson,Refrigerator,LG,LG-646,LG-514306,1281,2025-03-14,2025-04-28,1.5,24,22.5,Screen Damage,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0523,Laura Green,Washing Machine,LG,LG-998,LG-943409,628,2024-05-16,2024-07-08,1.8,24,22.2,Water Leakage,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0462,Christopher Ferrell,Smartphone,Google,GOO-407,GO-434400,1226,2024-05-24,2024-07-27,2.1,12,9.9,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0931,Nicole Schmidt,Washing Machine,Whirlpool,WHI-481,WH-516869,769,2023-10-05,2026-05-30,32.3,24,0.0,Motor Failure,True,False,True,False,False,False,False,1,Invalid Claim
CLM-1035,Stephen Alvarado,Laptop,Apple,APP-676,AP-506941,1512,2023-12-05,2024-09-03,9.1,12,2.9,Overheating,True,True,True,True,False,True,False,0,Manual Review
CLM-0030,Gina Carter,Smartphone,Apple,APP-508,AP-847581,711,2024-04-19,2024-10-25,6.3,12,5.7,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0241,Ashlee Jackson,Laptop,Dell,DEL-575,DE-910389,962,2025-01-29,2025-11-07,9.4,12,2.6,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-0799,Kathleen Andrade,Laptop,Apple,APP-216,AP-362230,784,2024-04-02,2024-07-24,3.8,12,8.2,Board Defect,False,True,True,True,False,False,False,1,Invalid Claim
CLM-0818,Gina Thompson,Refrigerator,LG,LG-668,LG-878656,1347,2024-02-28,2026-12-10,33.9,24,0.0,Overheating,True,False,True,False,False,False,False,1,Invalid Claim
CLM-0066,Steve Sanchez,Laptop,Lenovo,LEN-491,LE-925622,926,2024-08-03,2024-10-27,2.8,12,9.2,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0602,Mark Warner,Smartphone,Google,GOO-450,GO-725339,1365,2024-11-27,2025-06-17,6.7,12,5.3,Water Leakage,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0925,Peggy Freeman,Laptop,Lenovo,LEN-427,LE-126135,848,2025-07-25,2026-05-06,9.5,12,2.5,Screen Damage,False,True,True,False,False,False,False,1,Invalid Claim
CLM-0755,Ashley Yang,Smartphone,Samsung,SAM-954,SA-963652,419,2024-12-13,2025-05-28,5.5,12,6.5,Power Failure,True,True,True,True,True,False,False,0,Invalid Claim
CLM-0927,Caroline Duran,Laptop,Apple,APP-794,AP-822622,1293,2024-03-05,2025-11-30,21.2,12,0.0,Overheating,True,True,True,True,False,False,False,0,Invalid Claim
CLM-1102,Cody Cox,Washing Machine,Whirlpool,WHI-683,WH-189288,972,2024-04-30,2024-12-13,7.6,24,16.4,Overheating,True,True,True,False,False,False,False,0,Manual Review
CLM-0248,Megan Moore,Smartphone,Google,GOO-205,GO-164879,608,2024-09-20,2025-06-07,8.7,12,3.3,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0278,Amanda Wood,Smartphone,Apple,APP-169,AP-648913,475,2025-09-23,2026-04-25,7.1,12,4.9,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-1403,Gregory Shaffer,Smartphone,Samsung,SAM-947,SA-784405,941,2024-08-11,2025-08-04,11.9,12,0.1,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-1067,Michael Bradley,Smartphone,Samsung,SAM-943,SA-211035,527,2024-02-22,2025-01-29,11.4,12,0.6,Overheating,True,True,True,False,False,False,False,0,Manual Review
CLM-0480,Shelby Soto,Refrigerator,Samsung,SAM-899,SA-402692,1601,2025-06-04,2025-12-23,6.7,24,17.3,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0427,Mr. Justin Green III,Smartphone,Apple,APP-346,AP-270341,912,2024-02-16,2024-12-30,10.6,12,1.4,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-0124,Linda Dodson DVM,Refrigerator,Samsung,SAM-469,SA-410636,897,2024-11-10,2025-07-30,8.7,24,15.3,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1170,Mr. Johnathan Galloway,Smartphone,Apple,APP-360,AP-545668,926,2025-07-14,2025-06-28,-0.5,12,12.0,Overheating,True,True,True,True,False,False,True,0,Manual Review
CLM-0395,Michelle Carter,Smartphone,Google,GOO-518,GO-830132,952,2024-10-29,2025-06-29,8.1,12,3.9,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0986,Sarah Rivera,Washing Machine,LG,LG-673,LG-129049,596,2023-11-06,2026-05-02,30.3,24,0.0,Water Leakage,True,False,True,False,False,False,False,1,Invalid Claim
CLM-0716,Brandon Davis,Washing Machine,Samsung,SAM-587,SA-824087,501,2024-03-24,2026-05-13,26.0,24,0.0,Board Defect,True,True,True,False,False,False,False,0,Invalid Claim
CLM-1135,Mary Adkins,Washing Machine,Whirlpool,WHI-645,WH-149246,629,2024-01-10,2024-11-19,10.5,24,13.5,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-1085,James Vance,Washing Machine,Samsung,SAM-406,SA-347565,747,2025-05-19,2025-05-03,-0.5,24,24.0,Power Failure,True,True,True,True,False,False,True,0,Manual Review
CLM-0498,Donna Roberts,Smartphone,Apple,APP-551,AP-999312,554,2025-05-17,2025-09-04,3.7,12,8.3,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0045,Daniel Jones,Smartphone,Apple,APP-159,AP-411120,688,2024-11-28,2025-04-18,4.7,12,7.3,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-0060,Monica Logan,Refrigerator,Samsung,SAM-674,SA-678478,1404,2024-08-18,2025-11-28,15.6,24,8.4,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1162,James Goodman,Smartphone,Google,GOO-294,GO-224249,433,2024-04-04,2024-03-05,-1.0,12,12.0,Screen Damage,True,True,True,True,False,False,True,0,Manual Review
CLM-0024,Kevin Cox,Smartphone,Apple,APP-619,AP-624902,839,2024-12-22,2025-04-22,4.0,12,8.0,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0875,Jamie Montgomery,Washing Machine,LG,LG-688,LG-509451,1080,2023-10-24,2024-02-08,3.6,24,20.4,Motor Failure,False,False,True,False,False,False,False,2,Invalid Claim
CLM-0482,Crystal Williams,Refrigerator,Bosch,BOS-659,BO-896922,585,2025-05-19,2026-09-12,16.0,24,8.0,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1325,Sean Banks,Washing Machine,Samsung,SAM-464,SA-989561,1032,2023-12-17,2025-05-29,17.6,24,6.4,Motor Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-0746,Lee Parker,Washing Machine,Whirlpool,WHI-596,WH-475565,786,2023-12-24,2024-03-31,3.3,24,20.7,Board Defect,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0232,Vincent Rivera,Refrigerator,Samsung,SAM-546,SA-878086,1313,2023-10-23,2024-01-04,2.4,24,21.6,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0125,Stephanie Simmons,Refrigerator,Samsung,SAM-380,SA-660081,1950,2025-01-12,2025-06-20,5.3,24,18.7,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0428,Logan Benson,Smartphone,Google,GOO-909,GO-502491,979,2024-09-05,2024-12-15,3.4,12,8.6,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0819,Erica Johnson,Washing Machine,LG,LG-387,LG-818791,991,2025-06-09,2026-01-06,7.0,24,17.0,Motor Failure,False,True,True,True,False,False,False,1,Invalid Claim
CLM-0169,Katherine Chang,Laptop,Apple,APP-274,AP-814919,1759,2024-03-30,2024-07-30,4.1,12,7.9,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0116,Robert Hernandez,Refrigerator,LG,LG-669,LG-835244,1720,2025-02-28,2026-01-06,10.4,24,13.6,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1089,Brenda Moore,Washing Machine,Samsung,SAM-992,SA-651818,1093,2024-01-31,2025-04-17,14.7,24,9.3,Power Failure,True,True,False,True,False,False,False,1,Manual Review
CLM-0987,Kara Sandoval,Smartphone,Google,GOO-364,GO-311802,375,2025-05-13,2026-10-24,17.6,12,0.0,Power Failure,True,True,True,True,False,False,False,0,Invalid Claim
CLM-1396,Mr. Timothy Andersen,Washing Machine,Whirlpool,WHI-861,WH-256989,826,2023-12-02,2024-07-05,7.2,24,16.8,Screen Damage,True,True,False,True,False,False,False,1,Manual Review
CLM-1425,Wendy Harris,Smartphone,Google,GOO-757,GO-465887,491,2025-09-22,2026-06-17,8.9,12,3.1,Overheating,True,True,False,True,False,False,False,1,Manual Review
CLM-0416,Lance Simmons,Smartphone,Apple,APP-648,AP-655134,334,2024-05-11,2024-10-28,5.7,12,6.3,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0142,Sean White,Washing Machine,Whirlpool,WHI-881,WH-704238,675,2025-02-05,2025-04-17,2.4,24,21.6,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1234,Brianna Adams,Refrigerator,Bosch,BOS-489,BO-260221,1600,2025-07-11,2025-06-28,-0.4,24,24.0,Water Leakage,True,True,True,True,False,False,True,0,Manual Review
CLM-1294,Linda Evans,Washing Machine,LG,LG-668,LG-828986,1013,2025-06-22,2026-01-22,7.1,24,16.9,Water Leakage,True,True,True,False,False,False,False,0,Manual Review
CLM-0763,Douglas Kirk,Smartphone,Samsung,SAM-362,SA-245131,619,2025-08-06,2026-03-11,7.2,12,4.8,Power Failure,False,True,True,True,False,False,False,1,Invalid Claim
CLM-1207,Matthew Mcclure,Washing Machine,Whirlpool,WHI-787,WH-509835,1159,2025-01-17,2025-08-07,6.7,24,17.3,Motor Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-0463,Mr. Alexander Landry MD,Washing Machine,LG,LG-793,LG-779445,751,2024-09-21,2025-02-09,4.7,24,19.3,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1244,Erika Jackson,Washing Machine,Whirlpool,WHI-358,WH-543489,593,2024-03-26,2024-10-11,6.6,24,17.4,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-0079,Sarah Wagner,Laptop,Apple,APP-576,AP-708158,2209,2024-03-01,2024-09-11,6.5,12,5.5,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1005,Elizabeth Miles,Laptop,Dell,DEL-573,DE-685661,647,2025-08-13,2025-08-06,-0.2,12,12.0,Screen Damage,True,True,True,True,False,False,True,0,Manual Review
CLM-1491,Harry Levine,Washing Machine,Samsung,SAM-376,SA-821338,737,2025-04-16,2027-02-02,21.9,24,2.1,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-0572,Sean Cook,Refrigerator,Bosch,BOS-524,BO-112964,1438,2024-03-11,2025-01-02,9.9,24,14.1,Screen Damage,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0016,Maria Lynch,Smartphone,Samsung,SAM-997,SA-321231,435,2025-03-23,2026-02-06,10.7,12,1.3,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0495,Gregory Peck,Refrigerator,Samsung,SAM-539,SA-517035,1594,2024-10-08,2025-06-18,8.4,24,15.6,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0351,Amanda Stout,Refrigerator,Samsung,SAM-831,SA-144109,1094,2025-06-01,2026-04-21,10.8,24,13.2,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1000,Robert Garcia,Laptop,Apple,APP-743,AP-772240,2220,2024-12-17,2026-01-12,13.0,12,0.0,Power Failure,True,False,True,True,False,False,False,1,Invalid Claim
CLM-0275,Michael Paul,Smartphone,Apple,APP-711,AP-977330,527,2024-07-22,2025-05-03,9.5,12,2.5,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-1192,Lisa Ray,Smartphone,Samsung,SAM-589,SA-216123,621,2025-07-29,2025-11-02,3.2,12,8.8,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-0272,Susan Turner,Smartphone,Samsung,SAM-362,SA-183074,310,2025-01-30,2025-03-10,1.3,12,10.7,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1474,Jason Roberts,Washing Machine,Samsung,SAM-700,SA-135399,571,2025-09-12,2027-03-19,18.4,24,5.6,Water Leakage,True,True,True,True,False,True,False,0,Manual Review
CLM-0238,Olivia Brennan,Washing Machine,Whirlpool,WHI-622,WH-219565,1048,2025-01-23,2026-08-19,19.1,24,4.9,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0586,Charles Payne,Smartphone,Samsung,SAM-107,SA-589368,746,2025-06-03,2026-03-26,9.9,12,2.1,Overheating,False,False,True,True,False,False,False,2,Invalid Claim
