Claim_ID,Customer_Name,Product_Category,Brand,Model_Number,Serial_Number,Purchase_Price,Purchase_Date,Claim_Date,Product_Age_Months,Warranty_Duration_Months,Remaining_Warranty_Months,Fault_Type,Has_Receipt,Has_Warranty_Card,Has_Damage_Photo,Serial_Number_Match,Previous_Unauthorized_Repairs,Duplicate_Claim_Flag,Date_Contradiction_Flag,Missing_Documents_Count,Claim_Class
CLM-1052,Mark Hamilton,Smartphone,Samsung,SAM-401,SA-120581,1265,2024-08-06,2024-07-26,-0.4,12,12.0,Overheating,True,True,True,True,False,False,True,0,Manual Review
CLM-0278,Amanda Wood,Smartphone,Apple,APP-169,AP-648913,475,2025-09-23,2026-04-25,7.1,12,4.9,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-1373,Madison Miller,Washing Machine,LG,LG-235,LG-900530,413,2023-12-22,2025-11-10,23.0,24,1.0,Screen Damage,True,True,True,False,False,False,False,0,Manual Review
CLM-1179,Grace White,Refrigerator,LG,LG-583,LG-525468,1327,2024-09-25,2026-06-10,20.8,24,3.2,Board Defect,True,True,True,False,False,False,False,0,Manual Review
CLM-1142,Kelly Dawson,Washing Machine,LG,LG-408,LG-941363,463,2024-08-01,2025-11-26,16.1,24,7.9,Overheating,True,True,True,False,False,False,False,0,Manual Review
CLM-0177,Vanessa Warren,Washing Machine,Whirlpool,WHI-894,WH-620856,1163,2024-04-26,2025-03-15,10.8,24,13.2,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0519,Margaret Sullivan,Washing Machine,Samsung,SAM-687,SA-274987,980,2024-02-08,2024-05-28,3.7,24,20.3,Board Defect,False,False,True,True,False,False,False,2,Invalid Claim
CLM-0148,Alex Hernandez,Smartphone,Samsung,SAM-470,SA-296694,411,2024-04-04,2025-01-24,9.8,12,2.2,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-1262,Pamela Moore,Washing Machine,Samsung,SAM-851,SA-599250,838,2024-11-05,2026-10-10,23.5,24,0.5,Water Leakage,True,True,True,False,False,False,False,0,Manual Review
CLM-1122,Joseph Perez,Refrigerator,Samsung,SAM-723,SA-240221,1916,2025-08-04,2027-06-26,23.0,24,1.0,Water Leakage,True,True,True,False,False,False,False,0,Manual Review
CLM-0081,Amanda Cook,Laptop,Dell,DEL-195,DE-640490,1181,2024-08-19,2025-03-08,6.7,12,5.3,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1310,Jacob Lee,Refrigerator,Bosch,BOS-722,BO-395694,1671,2025-02-27,2026-10-14,19.8,24,4.2,Motor Failure,True,True,True,True,False,True,False,0,Manual Review
CLM-0773,David Bruce,Laptop,Lenovo,LEN-937,LE-961493,1862,2023-12-06,2024-03-19,3.5,12,8.5,Screen Damage,False,False,True,True,False,False,False,2,Invalid Claim
CLM-0791,Angela Willis,Smartphone,Samsung,SAM-882,SA-271742,581,2025-01-26,2026-06-15,16.8,12,0.0,Motor Failure,True,True,True,False,False,False,False,0,Invalid Claim
CLM-1481,Sarah Young,Laptop,HP,HP-147,HP-941718,701,2023-09-30,2024-07-08,9.4,12,2.6,Power Failure,True,True,False,True,False,False,False,1,Manual Review
CLM-1007,Marcus Roberts,Laptop,Dell,DEL-114,DE-278386,1353,2024-03-11,2025-01-25,10.7,12,1.3,Board Defect,True,True,True,False,False,False,False,0,Manual Review
CLM-0450,Travis Wise,Smartphone,Google,GOO-951,GO-559753,729,2023-10-17,2024-04-13,6.0,12,6.0,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0220,Ruben Baird,Refrigerator,Bosch,BOS-106,BO-456331,1132,2025-03-25,2026-04-18,13.0,24,11.0,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0753,Kathleen Dixon,Washing Machine,Whirlpool,WHI-475,WH-976923,1057,2024-12-15,2025-09-21,9.3,24,14.7,Screen Damage,False,False,True,True,False,False,False,2,Invalid Claim
CLM-0666,Michael Harris,Laptop,Lenovo,LEN-932,LE-757057,2102,2024-08-23,2025-10-25,14.3,12,0.0,Overheating,True,True,True,True,False,False,False,0,Invalid Claim
CLM-0390,David Conley,Washing Machine,Samsung,SAM-322,SA-345722,849,2025-08-28,2027-04-02,19.4,24,4.6,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0651,Paul Sheppard,Laptop,Dell,DEL-155,DE-851690,1540,2025-02-08,2025-03-29,1.6,12,10.4,Screen Damage,False,True,True,True,False,False,False,1,Invalid Claim
CLM-0132,Joshua Perry,Smartphone,Samsung,SAM-881,SA-739244,423,2024-08-12,2024-10-31,2.7,12,9.3,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0268,Jacob Curry,Washing Machine,LG,LG-524,LG-466566,861,2024-11-14,2025-01-10,1.9,24,22.1,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1114,Grace Chavez,Smartphone,Apple,APP-653,AP-313340,1324,2024-02-02,2024-05-14,3.4,12,8.6,Screen Damage,True,True,True,True,False,True,False,0,Manual Review
CLM-0966,Meghan White,Washing Machine,LG,LG-400,LG-888119,1076,2024-10-03,2025-07-12,9.4,24,14.6,Board Defect,True,False,True,True,True,False,False,1,Invalid Claim
CLM-1014,Paul Martin,Washing Machine,LG,LG-720,LG-346249,740,2023-11-07,2025-04-02,17.1,24,6.9,Board Defect,True,True,True,True,False,True,False,0,Manual Review
CLM-0415,Brian Murphy,Smartphone,Google,GOO-644,GO-116495,1299,2024-11-21,2024-12-24,1.1,12,10.9,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-1088,Renee Mendez,Washing Machine,LG,LG-319,LG-545526,463,2024-03-28,2024-09-07,5.4,24,18.6,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-1130,Dawn Wyatt,Smartphone,Apple,APP-702,AP-791890,696,2024-08-20,2024-08-13,-0.2,12,12.0,Screen Damage,True,True,True,True,False,False,True,0,Manual Review
CLM-1000,Robert Garcia,Laptop,Apple,APP-743,AP-772240,2220,2024-12-17,2026-01-12,13.0,12,0.0,Power Failure,True,False,True,True,False,False,False,1,Invalid Claim
CLM-0715,Eric Lyons,Smartphone,Apple,APP-356,AP-659921,1358,2023-11-04,2024-05-13,6.4,12,5.6,Overheating,True,False,True,False,True,False,False,1,Invalid Claim
CLM-0969,Stephen Alexander Jr.,Refrigerator,Bosch,BOS-599,BO-615353,836,2025-09-08,2025-12-15,3.3,24,20.7,Motor Failure,False,False,True,False,False,False,False,2,Invalid Claim
CLM-1056,Elizabeth Miller,Refrigerator,Bosch,BOS-737,BO-596330,1354,2024-05-07,2024-10-03,5.0,24,19.0,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-1408,George Chambers,Washing Machine,Whirlpool,WHI-195,WH-147899,895,2024-02-22,2024-05-11,2.6,24,21.4,Power Failure,True,True,True,True,False,True,False,0,Manual Review
CLM-1455,Ms. Gloria Benson,Smartphone,Google,GOO-308,GO-978012,832,2025-05-26,2025-05-11,-0.5,12,12.0,Motor Failure,True,True,True,True,False,False,True,0,Manual Review
CLM-1384,Mark Wilkins,Refrigerator,LG,LG-907,LG-487042,1855,2024-11-23,2025-09-20,10.0,24,14.0,Motor Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-1244,Erika Jackson,Washing Machine,Whirlpool,WHI-358,WH-543489,593,2024-03-26,2024-10-11,6.6,24,17.4,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-0648,Linda Rocha,Smartphone,Samsung,SAM-144,SA-125905,879,2025-08-20,2026-03-29,7.4,12,4.6,Power Failure,True,False,True,False,True,False,False,1,Invalid Claim
CLM-0600,Angela Frey,Laptop,Dell,DEL-419,DE-104324,1985,2025-03-09,2025-08-13,5.2,12,6.8,Screen Damage,True,True,True,False,True,False,False,0,Invalid Claim
CLM-1050,Anthony Bauer,Laptop,HP,HP-408,HP-982995,1492,2023-10-24,2023-10-17,-0.2,12,12.0,Water Leakage,True,True,True,True,False,False,True,0,Manual Review
CLM-1040,Erica Moon,Smartphone,Samsung,SAM-625,SA-677759,397,2023-10-25,2024-01-02,2.3,12,9.7,Motor Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-0346,Jeremy Turner,Smartphone,Google,GOO-792,GO-672808,1001,2024-08-31,2025-03-30,7.0,12,5.0,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0566,Kristina Faulkner,Smartphone,Apple,APP-677,AP-561101,839,2024-09-18,2025-03-01,5.5,12,6.5,Motor Failure,False,True,True,False,False,False,False,1,Invalid Claim
CLM-1093,Rebecca Hughes,Refrigerator,Samsung,SAM-223,SA-993719,1732,2024-03-03,2025-05-25,14.9,24,9.1,Power Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-1184,Nancy Kennedy,Smartphone,Google,GOO-535,GO-456329,1026,2024-01-16,2024-06-09,4.8,12,7.2,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-0615,Raymond Johnson,Refrigerator,LG,LG-235,LG-991993,1912,2024-12-30,2025-09-01,8.2,24,15.8,Board Defect,False,True,True,True,False,False,False,1,Invalid Claim
CLM-0224,Samantha Campbell,Washing Machine,LG,LG-150,LG-891083,561,2025-05-28,2027-03-21,22.1,24,1.9,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0852,John Guerrero,Washing Machine,Whirlpool,WHI-629,WH-824038,893,2025-05-26,2027-08-26,27.4,24,0.0,Motor Failure,True,False,True,False,False,False,False,1,Invalid Claim
CLM-0843,Dr. Michele Reynolds,Refrigerator,Bosch,BOS-726,BO-419343,1891,2024-12-29,2025-07-23,6.9,24,17.1,Overheating,False,True,True,True,False,False,False,1,Invalid Claim
CLM-0311,Courtney Rodriguez,Smartphone,Google,GOO-630,GO-971776,413,2024-01-23,2024-04-25,3.1,12,8.9,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1258,Jordan Parsons,Washing Machine,LG,LG-716,LG-832229,867,2024-04-16,2024-04-11,-0.2,24,24.0,Motor Failure,True,True,True,True,False,False,True,0,Manual Review
CLM-0377,Victoria Murray,Laptop,Apple,APP-928,AP-635167,786,2025-03-04,2025-11-17,8.6,12,3.4,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1008,Brandi Page,Smartphone,Samsung,SAM-982,SA-224269,1312,2024-06-19,2024-06-08,-0.4,12,12.0,Power Failure,True,True,True,True,False,False,True,0,Manual Review
CLM-0716,Brandon Davis,Washing Machine,Samsung,SAM-587,SA-824087,501,2024-03-24,2026-05-13,26.0,24,0.0,Board Defect,True,True,True,False,False,False,False,0,Invalid Claim
CLM-0470,William Becker,Refrigerator,Bosch,BOS-701,BO-741003,1295,2024-11-25,2026-01-30,14.4,24,9.6,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0587,Kimberly May,Refrigerator,Bosch,BOS-593,BO-722615,1825,2024-02-14,2024-08-06,5.8,24,18.2,Motor Failure,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0284,Rachel Harris DVM,Washing Machine,Whirlpool,WHI-400,WH-579911,1194,2024-04-01,2024-06-07,2.2,24,21.8,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0914,Matthew Grant,Smartphone,Samsung,SAM-613,SA-166447,411,2025-07-12,2026-02-03,6.9,12,5.1,Overheating,False,False,True,False,False,False,False,2,Invalid Claim
CLM-0326,James Greene,Smartphone,Google,GOO-609,GO-622987,1256,2024-05-21,2024-11-24,6.2,12,5.8,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0970,Michael Gregory,Smartphone,Google,GOO-369,GO-599028,1262,2025-02-14,2025-06-04,3.7,12,8.3,Water Leakage,True,True,True,False,True,False,False,0,Invalid Claim
CLM-0251,Ashley James,Refrigerator,LG,LG-795,LG-912085,1337,2024-07-19,2025-07-30,12.5,24,11.5,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-0437,Stephen Jones,Smartphone,Samsung,SAM-126,SA-527865,1349,2024-11-26,2025-02-16,2.7,12,9.3,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0030,Gina Carter,Smartphone,Apple,APP-508,AP-847581,711,2024-04-19,2024-10-25,6.3,12,5.7,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0819,Erica Johnson,Washing Machine,LG,LG-387,LG-818791,991,2025-06-09,2026-01-06,7.0,24,17.0,Motor Failure,False,True,True,True,False,False,False,1,Invalid Claim
CLM-0387,Gabriela Thomas,Refrigerator,Samsung,SAM-132,SA-297636,1064,2025-07-07,2025-11-29,4.8,24,19.2,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0252,Wendy Phillips,Washing Machine,Whirlpool,WHI-437,WH-450905,1062,2024-06-29,2024-10-04,3.2,24,20.8,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0079,Sarah Wagner,Laptop,Apple,APP-576,AP-708158,2209,2024-03-01,2024-09-11,6.5,12,5.5,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1148,Penny Gomez MD,Laptop,Dell,DEL-625,DE-233882,723,2023-12-01,2024-06-07,6.3,12,5.7,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-0828,Jenna Gamble,Laptop,Lenovo,LEN-655,LE-115997,834,2025-03-23,2026-01-10,9.8,12,2.2,Power Failure,True,True,True,True,True,False,False,0,Invalid Claim
CLM-0875,Jamie Montgomery,Washing Machine,LG,LG-688,LG-509451,1080,2023-10-24,2024-02-08,3.6,24,20.4,Motor Failure,False,False,True,False,False,False,False,2,Invalid Claim
CLM-0953,Kathleen Herring,Refrigerator,Bosch,BOS-201,BO-469311,1212,2025-07-04,2028-04-05,33.5,24,0.0,Overheating,True,True,True,True,False,False,False,0,Invalid Claim
CLM-0621,Aaron Parker,Refrigerator,Samsung,SAM-512,SA-391668,1177,2024-07-01,2027-04-06,33.6,24,0.0,Screen Damage,True,True,True,False,False,False,False,0,Invalid Claim
CLM-1459,Brian Cervantes,Laptop,Apple,APP-184,AP-373132,2177,2024-08-05,2024-09-30,1.9,12,10.1,Screen Damage,True,True,True,True,False,True,False,0,Manual Review
CLM-0430,Jill Miller,Laptop,Dell,DEL-892,DE-734565,1297,2024-02-06,2024-09-26,7.8,12,4.2,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0260,Theodore Murphy,Smartphone,Apple,APP-838,AP-289630,632,2025-04-15,2025-08-07,3.8,12,8.2,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1422,Susan Moore,Refrigerator,LG,LG-369,LG-815339,670,2023-10-14,2025-01-09,15.1,24,8.9,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-0836,Tracy Wilkerson,Laptop,Dell,DEL-911,DE-957266,1430,2024-08-30,2024-11-22,2.8,12,9.2,Power Failure,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0475,Kaylee Murphy,Smartphone,Google,GOO-668,GO-827117,1400,2024-01-18,2024-05-15,3.9,12,8.1,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0433,Michael Graves,Smartphone,Apple,APP-830,AP-936821,904,2025-07-17,2025-12-20,5.2,12,6.8,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1181,Jerry Duncan,Smartphone,Google,GOO-966,GO-457207,1244,2025-07-19,2025-09-30,2.4,12,9.6,Screen Damage,True,True,True,True,False,True,False,0,Manual Review
CLM-0591,Jacqueline Williamson,Laptop,Apple,APP-960,AP-804505,2456,2024-03-12,2024-12-26,9.6,12,2.4,Board Defect,False,False,True,True,False,False,False,2,Invalid Claim
CLM-1479,Jordan Arnold,Washing Machine,Samsung,SAM-674,SA-731035,690,2025-01-21,2025-01-13,-0.3,24,24.0,Power Failure,True,True,True,True,False,False,True,0,Manual Review
CLM-1064,Paul Berger,Refrigerator,LG,LG-675,LG-747561,733,2023-11-30,2024-08-18,8.7,24,15.3,Screen Damage,True,True,True,False,False,False,False,0,Manual Review
